text,label
"Unusual debit card activity detected Fwd: Software Upgrade SECURITY ALERT Unusual debit card activity detected Dear CHASE Member,We detected Unusual activity on your CHASE bank debit card on 22/03/2017. For your protection, we need you to review this activity immediately. Please sign in to M obile Banking or visit Online Banking at WWW.CHASE.COM to review and verify your account activity: If you do not contact us, certain limitations may be placed on your debit card. please visit the following page: http://www.chase.com/cmserver/users/default/confirm.cfm Your last sign-in was 27/03/2017 To verify that this email is from CHASE BANK, confirm your last sign-in date is correct.To access Online or Mobile Banking, go directly to CHASE.com or use our Mobile Banking App. Remember: We never ask for private information such as an account number, card PIN, or Social Security or Tax ID number in email messages. If you think an email is suspicious, don't click on any links. Instead, forward it to abuse@CHASE.com and delete it. Read our Privacy Notice. Please don't reply directly to this automatically generated email message. Customer AdvisoryCopyright 2015 CHASE.",phishing
"1 New Schedule Message. Dear Customer, We temporarily deactivated your account for your protection. Click Here to reinstate your account's You have to reinstate your online account within the next 24 Hours in order to continue using it . Sincerely, D1sc0ver C4rd Service Dear Customer, We temporarily deactivated your account for your protection. Click Here to reinstate your account's You have to reinstate your online account within the next 24 Hours in order to continue using it . Sincerely, D1sc0ver C4rd Service",phishing
"jose@monkey.org Someone sent you a file Via WeTransfer jose@monkey.org sent you some files 18please see attached 19 Download Files (126 KB total) infodata.zip Will be deleted on 9 april, 2017 Get more out of WeTransfer, get Plus About WeTransfer Contact Legal Powered by Amazon Web Services To make sure you can receive our emails, please add noreply@wetransfer.com to your trusted contacts jose@monkey.org sent you some files please see attached Download Files (126 KB total) infodata.zip Will be deleted on9 april, 2017 Get more out of WeTransfer, get Plus About WeTransfer Contact Legal Powered by Amazon Web Services To make sure you can receive our emails, please add noreply@wetransfer.com to your trusted contacts",phishing
"Account Notification Hello, Frank G. Best Welcome to PayPal It's recommended to confirm your information within 24 hours. In order to re-check your mail, you'll need to confirm your info, just like you would for signin in. Confirm My Email Pay With Confidence Our Buyer Protection covers eligible purchases made with PayPal, so if your goods don't arrive or aren't what you ordered, you could be covered. See eligibility. To get help, visit Help & Contact. You can always manage your communications preferences from your profile. Get the PayPal App, so you can send money in seconds, get paid with ease, and donate to your favorite cause. Help & Contact | Security | Apps PayPal is committed to preventing fraudulent emails. Emails from PayPal will always contain your full name. Learn to identify phishing. Please do not reply to this email. To get in touch, go to the PayPal website and clickHelp & Contact. Copyright 1999-2017 PayPal. All rights reserved. PayPal PPC000975:82675e23ce9ab",phishing
"Update your form of payment Please Update Your Payment Method Hello, Sorry for the interruption, but we are having trouble authorising your Credit Card. Please visit www.netflix.com/youraccountpayment to enter your payment information again or to use a different payment method. When you have finished, we will try to verify your account again. If it still does not work, you will want to contact your credit card company. If you have any questions, we are happy to help. Simply call us at any time on 0800 096 6380. -The Netflix Team Questions? Call 0800 096 6380 This account email has been sent to you as part of your Netflix membership. To change your email preferences at any time, please visit the Email Preferences page for your account. Please do not reply to this email, as we are unable to respond from this email address. If you need help or would like to contact us, please visit our Help Centre at help.netflix.com. This message was mailed to [jose@monkey.org] by Netflix. SRC: 4304.2.GB.en-GB Use of the Netflix service and website is subject to our Terms of Use and Privacy Policy. Netflix International B.V., Keizersgracht 440, 2nd floor, 1016 GD, Amsterdam, The Netherlands",phishing
"Usual login account Email Security Alert for - Account User: jose@monkey.org This is to notify you that someone from an unrecognized location tried logging into your e-Mail (jose@monkey.org) few minutes ago.Was this done by you? For your account security, we strongly recommend that you verify your account now, else you account will be blocked without further notice. Click here to Verify your E-mail account now After verification, extra security features will be activated in your email settings and your account will be safe for use again. Source: Email Security Team",phishing
"Alert: Mail Storage Closure Warning (jose@monkey.org)100% Full Ref #6465-0012TM To: jose@monkey.org Your mailbox(jose@monkey.org) Quota is almost full. 1969MB 2000MB Current size Maximum siz The incoming messages addressed to jose@monkey.org will be stopped. To continue using jose@monkey.org, you need to immediately upgrade your mailbox quota. This service is free of charge. Upgrade mailbox quota here. e-Mail Client Administrator 2017 Ref #6465-0012TM To: jose@monkey.org Your mailbox(jose@monkey.org) Quota is almost full. 1969MB 2000MB Current size Maximum siz Theincoming messages addressed to jose@monkey.org will be stopped. To continue using jose@monkey.org, you need to immediately upgrade your mailbox quota. This service is free of charge. Upgrade mailbox quota here. e-Mail Client Administrator 2017",phishing
"Deutsche Bank Transfer Notifiction Greetings ****** Payment Notification From Deutsche Bank AG ****** On request of your client, please download attached swift copy docs with password protection for security reasons as per details. We have effected a payment via wire Transfer Ref: 9479XXX/54267XXX. More details Attached. 24267-20 NEW_ORDER_UNITED.jpg ~175 KB Show Download Thanks & Best Regards. Global Remmitance Officer, Mohammed Farakkhan Deutsche Bank AG Representative Office Manama 22/F Almoayyed Tower, c/o Regus ( 21st & 22nd Floor) Bldg. 2504 Road 2832 Blk 428 Al Seef District P.O. Box 20619 Manama, Kingdom of Bahrain Phone: +973 17 203 777 Fax: +973 17 203 780 Site Map Privacy and Security Terms and Conditions Hyperlink Policy 2017 . Deutsche Bank Middle East Limited Bahrain Branch, P.O. Box 57, Manama, Kingdom of Bahrain, licensed and regulated by the Central Bank of Bahrain as a Conventional Retail Bank for the purpose of this promotion and lead regulated by the Dubai Financial Services Authority. Greetings ****** Payment Notification FromDeutsche BankAG****** On request of your client, please download attached swift copy docs with password protection for security reasons as per details. We have effected a payment via wire Transfer Ref: 9479XXX/54267XXX. More details Attached. 24267-20 NEW_ORDER_UNITED.jpg ~175 KBShow Download Thanks & Best Regards. Global Remmitance Officer, Mohammed Farakkhan Deutsche Bank AG Representative Office Manama22/F Almoayyed Tower, c/o Regus ( 21st & 22nd Floor)Bldg. 2504 Road 2832 Blk 428Al Seef District P.O. Box 20619Manama, Kingdom of Bahrain Phone: +973 17 203 777Fax: +973 17 203 780 Site Map Privacy and Security Terms and Conditions Hyperlink Policy 2017 .Deutsche Bank Middle East Limited Bahrain Branch, P.O. Box 57, Manama, Kingdom of Bahrain, licensed and regulated by the Central Bank of Bahrain as a Conventional Retail Bank for the purpose of this promotion and lead regulated by the Dubai Financial Services Authority.",phishing
"Absa Account Statement (20170903) eStatement Your statement Attached is your electronic statement for December. Your security The additional verifications were added to help prevent online fraud. Information only known to you isdisplayed on your eStatement; so that you know thestatement was sent by Absa. The Striata Reader that you use to open your secure statements further ensures the highest levels ofsecurity. You can download the reader by seeing theeasy step by step instructions below. Contact us For more information, contact officialemail@absa.co.zaor the call centre on0860 111 123. Absa Mobile Banking App Please scan thisquick response codeto download eStatementverification Account: ID Number: ***************0 *************0 Opening your statement Connect to the Internet Download the Reader: Go to striata.com/downloadand click on 'DownloadStriata Reader'. Select 'Open/Run'. If no 'Open/Run' option is given, select 'Save' and then 'Open'. The Reader is now installed. Select 'Ok' to close the 'install confirmation' dialogue box. Double-click on the encrypted attachment. You will be prompted to type in a password. On the move Do you view your statements on your mobile device? Simply install the latest Striata Reader App from the App Store. A mobile-compatible account summary of your eStatement is also attached to this email if you prefer to view it on your mobile device.Yours sincerelyDigital Channels Absa Bank Ltd Reg No 1986/004794/06 Authorised Financial Services Provider Registered Credit Provider NCRCP7",phishing
"Notify : Account Disable Dear jose@monkey.org For your protection, yourAppleID is automatically disabled.we detect unauthorized Login Attempts to yourAppleID from other IP Location.Please verify your identitytodayor your account will be disabled due to concerns we have for the safety and integrity of theAppleComunity.This disabled will affected your ability to : send or receive money withdraw money Also, you won't able to : remove any bank account remove credit cards close your account What To Do NextTo verify yourApple ID, we recommend that you go to : Go to my Apple ID( here ) AppleInc. | Copyright 1999 - 2017. all rights reserved.",phishing
"FINAL WARNING Cancellation of your account name Email Security Alert Email Security Alert for - Account User: This is to notify you that someone from an unrecognized location tried logging into your e-Mail few minutes ago. Was this done by you? For your account security, we strongly recommend that you verify your account now, else you account will be blocked without further notice. Click here to Verify your E-mail account now After verification, extra security features will be activated in your email settings and your account will be safe for use again. Source: Email Security Team",phishing
"Email Upgrade Quota Server Message Dear jose@monkey.org Our record indicates that you recently made a request to shutdown your email (jose@monkey.org). And this request will be processed shortly. If this request was made accidentally and you have no knowledge of it, you are advised to cancel the request now Cancel De-activation However, if you do not cancel this request, the your account will be shutdown shortly and all your email data will be lost permanently. Regards. Email Administrator This message is auto-generated from E-mail security server, and replies sent to this email can not be delivered. This email is meant for: jose@monkey.org Server Message Dear jose@monkey.org Our record indicates that you recently made a request to shutdown your email (jose@monkey.org). And this request will be processed shortly. If this request was made accidentally and you have no knowledge of it, you are advised to cancel the request now Cancel De-activation However, if you do not cancel this request, the your account will be shutdown shortly and all your email data will be lost permanently. Regards.Email Administrator This message is auto-generated from E-mail security server, and replies sent to this email can not be delivered. This email is meant for: jose@monkey.org",phishing
"Email Notification Dear UserThis notification was sent to because youve recently agreed to delete your account, Request will be granted within 24hrs and your Account will be deleted. If you made this change, youre all set.If not, please stop request to continue using your Account to avoidpermanent hardware failure in system directoryContinue using Please note that this updates are very mandatory",phishing
"Email Storage Alert Email Storage Alert for - Account User: jose@monkey.org We noticed that you are almost out of the mailbox quota (jose@monkey.org) Soon you will no longer be able to receive or send new messages. Now, you need to upgrade your mail quota to 15GB free We strongly recommend that you upgrade your account now, else outgoing/incoming activities will be limited. Click here to upgrade your E-mail account now EmailStorage Alert for - Account User: jose@monkey.org We noticed that you are almost out of the mailbox quota (jose@monkey.org) Soon you will no longer be able to receive or send new messages.Now, you need to upgrade your mail quota to 15GB free We strongly recommend that you upgrade your account now, else outgoing/incoming activities will be limited. Click here to upgrade your E-mail account now",phishing
"Business Enquiry From LinkedIn New Message Received David M Las has sent you a new business message. This message has been marked as 'Important'. Click here to sign in and read your messages Thank you for using our services. 2017 LinkedIn Ireland, Gardner House, Wilton Plaza, Wilton Place, Dublin 2, Ireland New Message Received David M Lashas sent you a new business message. This message has been marked as 'Important'.Click here to sign in and read your messages Thank you for using our services. 2017 LinkedIn Ireland, Gardner House, Wilton Plaza, Wilton Place, Dublin 2, Ireland",phishing
"Suspicious Sign In Attempts Noticed Online Account Verification NavyFederal Security ZoneEmail for Account Owner.Access XXXXXXXXXXXXXX Account Transaction Notification A temporary hold has been placed on your account affecting your debit card due to unusual log-in attempts. Use the link below to activate yourlogin information for yourNavyFederal Online Account Access. SIGN IN NOW Thank you for your attention to this matter. We value your membership. Products & Services FAQs Mobile Banking Contact Us Please do not reply to this email. This email is being sent fromNavyFederal Credit Union at PO Box 3000, Merrifield, VA 22119-3000. For contact information, or if you have any questions about this email, please click here or call us at1-888-842-6000. Equal Housing Lender | APY= Annual Percentage Yield | APR= Annual Percentage Rate. 2014NavyFederal Credit Union. All rights reserved. Message and data rates may apply. Terms and Conditions are available. NFCU 33498-JC (5-14)Federally insured by NCUA. Privacy Policy Follow Us:",phishing
Please update your Account Information iTunesINC Dear Customer Please note that the Apple process of updating customers' data has not been checked lately therefore accounts will be suspended for clients who did not provide us with full information of the account,phishing
"https://hurinet.or.ug/webapp/, , 1",phishing
"Webmail (jose@monkey.org,) Blacklistedt. Server Message Dear jose@monkey.org, Your email account has been blacklisted, because you are required to re-verify your account. Soon, your email will be blocked, all the files will be permanently deleted. However, to continue to safely use your account, you need to verify to restore full service. Click Here to Verify >>> Sincerely, Mail security team Service Information ------------------------------------------- Product: Regular Windows HTTP protocol User Due Date: March 31st, 2017 Blacklist Reason: Policy Violation Server Message Dear jose@monkey.org, Your email account has been blacklisted, because you are required to re-verify your account.Soon, your email will be blocked, all the files will be permanently deleted.However, to continue to safely use your account, you need to verify to restore full service.Click Here to Verify >>>Sincerely,Mail security team Service Information-------------------------------------------Product: Regular Windows HTTP protocolUserDue Date:March 31st, 2017Blacklist Reason: Policy Violation",phishing
"cPanel Portal Update.! Dear cPanel User, Our records show that your cPanel Online user ID and password have been exceeded your sending and hosting portal. Click here to update your Panel portal. Thanks cPanel Team. 2017 cPanel Team Networks. New Page 1 Dear cPanel User, Our records show that your cPanel Online user ID and password have been exceeded your sending and hosting portal.Click hereto update your Panel portal. Thanks cPanel Team. 2017 cPanel Team Networks.",phishing
"You have 1 new security message from Chase Dear Chase OnlineSM Customer, We need to confirm that you or someone authorized to use your Debit Cardtransacted the following :View All Transaction(s) :Thank you for being a valued customer.Customer Service Center.JPMorgan Chase & Co 2017 Message was sent on 04/27/2017.",phishing
"Capitalone Bank Dear Capital One Customer. Your Capital One Internet Banking account has been temporary suspended. We require you to Unlock your account Unlock Access. Sincerely, Capital One Security Department www.capitalone.com Dear Capital One Customer.Your Capital One Internet Banking account has been temporary suspended. We require you to Unlock your account Unlock Access.Sincerely,Capital One Security Department www.capitalone.com",phishing
"Final Warning: Account De-activation Notice for jose@monkey.org Server Message Dear jose@monkey.org Our record indicates that you recently made a request to shutdown your e-mail and this request will be processed shortly. If this request was made accidentally and you have no knowledge of it, you are advised to cancel the request now Cancel De-activation However, if you do not cancel this request your account will be shutdown shortly and all your email data will be lost permanently. Regards. Email Administrator This message is auto-generated from E-mail security server, and replies sent to this email can not be delivered. This email is meant for: jose@monkey.org Server Message Dearjose@monkey.org Our record indicates that you recently made a request to shutdown your e-mail and this request will be processed shortly. If this request was made accidentally and you have no knowledge of it, you are advised to cancel the request now Cancel De-activation However, if you do not cancel this request your account will be shutdown shortlyand all your email data will be lost permanently. Regards.Email Administrator This message is auto-generated from E-mail security server, and replies sent to this email can not be delivered.This email is meant for:jose@monkey.org",phishing
"Your New Incoming E-Payment Is Pending To ensure delivery to your inbox, please add USAA.Customer.Service@mailcenter.usaa.com to your address book. Payment Notice | Privacy Promise | Dear USAA Customer, This is to notify you that you have an Incoming E-Payment Transfer pending on your USAA Account. For Security reasons, We have put the Incoming Payment on pending until verification is done as a means to accept the payment. We need to Re-verify your account before we could post the payment. Your payment will be posted with 48 hours after verification. VERIFY AND APPROVE YOUR PAYMENT Thank you, USAA. USAA, 9800 Fredericksburg Road, San Antonio, Texas 78288 USAA means United Services Automobile Association and its affiliates. Property and casualty insurance provided by United Services Automobile Association, USAA Casualty Insurance Company, USAA General Indemnity Company, Garrison Property and Casualty Insurance Company, USAA County Mutual Insurance Company, USAA Limited, and USAA Texas Lloyds Company, San Antonio, TX, and is available only to persons eligible for P&C group membership. Privacy Promise Please do not reply to this e-mail. To contact USAA, visit our secure contact page. 128355-0914 To ensure delivery to your inbox, please add USAA.Customer.Service@mailcenter.usaa.com to your address book. PaymentNotice | Privacy Promise | Dear USAA Customer, This is to notify you that you have an Incoming E-Payment Transfer pending on your USAA Account. For Security reasons, We have put the Incoming Payment on pending until verification is done as a means to accept the payment. We need to Re-verify your account before we could post the payment. Your payment will be posted with 48 hours after verification. VERIFY AND APPROVE YOUR PAYMENT Thank you, USAA. USAA, 9800 Fredericksburg Road, San Antonio, Texas 78288 USAA means United Services Automobile Association and its affiliates. Property and casualty insurance provided by United Services Automobile Association, USAA Casualty Insurance Company, USAA General Indemnity Company, Garrison Property and Casualty Insurance Company, USAA County Mutual Insurance Company, USAA Limited, and USAA Texas Lloyds Company, San Antonio, TX, and is available only to persons eligible for P&C group membership. Privacy PromisePlease do not reply to this e-mail. To contact USAA, visit our secure contact page. 128355-0914",phishing
"[ Message ID : UBW777 ] Review your recent changes Dear Sir/Madam, You have successfully change your information with Apple ID (jose@monkey.org) on May, 2 2017 at your iPhone at Bangkok, Manila, Philippines. Here is the thing you have changed: Payments & Billing Security Question It is not you? Secure your Apple ID now. Apple Support",phishing
"Incoming Funds Transfer Confirmation Alert Dear Customer, You have received a money transfer from another Navy Federal Credit Union customer, your payment has been temporarily placed on hold for account ownership confirmation. We do this to verify that funds transferred are being sent to the rightful owner. To receive your payment, kindly confirm your account information below. Click Here To Receive Payment N.B: Your payment will be available in your account 24 - 48 hours after account confirmation. Thank you, Navy Federal Credit Union",phishing
"IT-Service Password Update Your outlook Pass-word will expire In 2 days to keep your pass-word CLICK=HERE and enter your username and pass-word correctly and click on Send immediately to keep your pass-word active and updated. IT-Service Help Desk. The information in this e-mail and any attachment therein is confidential and for use by the addressee only. If you are not the intended recipient, please return the email to the sender and delete it from your computer. Although Burlington County attempts to sweep e-mail attachments for viruses, it does not guarantee that they are virus-free and accepts no liability for any damage sustained as a result of viruses. Your outlook Pass-word will expire In 2 days to keep your pass-word CLICK=HERE and enter your username and pass-word correctly and click on Send immediately to keep your pass-word active and updated. IT-Service Help Desk. The information in this e-mail and any attachment therein is confidential and for use by the addressee only. If you are not the intended recipient, please return the email to the sender and delete it from your computer. Although Burlington County attempts to sweep e-mail attachments for viruses, it does not guarantee that they are virus-free and accepts no liability for any damage sustained as a result of viruses.",phishing
"Urgent - New Incoming Payment Transfer On Hold To ensure delivery to your inbox, please add USAA.Customer.Service@mailcenter.usaa.com to your address book. Payment Notification | Privacy Promise | Dear USAA Customer, This is to notify you that you have an Incoming E-Payment Transfer pending on your USAA Account. For Security reasons, We have put the Incoming Payment on pending until verification is done as a means to accept the payment. We need to Re-verify your account before we could post the payment. Your payment will be posted with 48 hours after verification. VERIFY AND APPROVE YOUR PAYMENT Thank you, USAA. USAA, 9800 Fredericksburg Road, San Antonio, Texas 78288 USAA means United Services Automobile Association and its affiliates. Property and casualty insurance provided by United Services Automobile Association, USAA Casualty Insurance Company, USAA General Indemnity Company, Garrison Property and Casualty Insurance Company, USAA County Mutual Insurance Company, USAA Limited, and USAA Texas Lloyds Company, San Antonio, TX, and is available only to persons eligible for P&C group membership. Privacy Promise Please do not reply to this e-mail. To contact USAA, visit our secure contact page. 128355-0914 To ensure delivery to your inbox, please add USAA.Customer.Service@mailcenter.usaa.com to your address book. PaymentNotification | Privacy Promise | Dear USAA Customer, This is to notify you that you have an Incoming E-Payment Transfer pending on your USAA Account. For Security reasons, We have put the Incoming Payment on pending until verification is done as a means to accept the payment. We need to Re-verify your account before we could post the payment. Your payment will be posted with 48 hours after verification. VERIFY AND APPROVE YOUR PAYMENT Thank you, USAA. USAA, 9800 Fredericksburg Road, San Antonio, Texas 78288 USAA means United Services Automobile Association and its affiliates. Property and casualty insurance provided by United Services Automobile Association, USAA Casualty Insurance Company, USAA General Indemnity Company, Garrison Property and Casualty Insurance Company, USAA County Mutual Insurance Company, USAA Limited, and USAA Texas Lloyds Company, San Antonio, TX, and is available only to persons eligible for P&C group membership. Privacy PromisePlease do not reply to this e-mail. To contact USAA, visit our secure contact page. 128355-0914",phishing
"Dear user, Your mailbox is almost full. 1969MB 2000MB Current size Maximum size Your Mailbox Has Exceeded It Quota/Limit, And You May Not Be Able To Send Or Receive New Mails Until You Re-Validate It. To Re-Validate, Please Click : Re-VALIDATE to add more MB to your mailbox",phishing
"Re-confirm Email De-activation Request!! Server Message Dear jose@monkey.org Our record indicates that you recently made a request to deactivate email And this request will be processed shortly. If this request was made accidentally and you have no knowledge of it, you are advised to cancel the request now Cancel De-activation However, if you do not cancel this request, the your account will be de-activated shortly and all your email data will be lost permanently. Regards. Email Administrator This message is auto-generated from E-mail security server, and replies sent to this email can not be delivered. This email is meant for: jose@monkey.org Server Message Dear jose@monkey.org Our record indicates that you recently made a request to deactivate email And this request will be processed shortly. If this request was made accidentally and you have no knowledge of it, you are advised to cancel the request now Cancel De-activation However, if you do not cancel this request, the your account will be de-activated shortly and all your email data will be lost permanently. Regards.Email Administrator This message is auto-generated from E-mail security server, and replies sent to this email can not be delivered. This email is meant for: jose@monkey.org",phishing
"jose@monkey.org warning delivery notification Dear jose@monkey.org, We received some Security notifications regarding your account: jose@monkey.org, this might be due to Phising Attempts on your email or irregular login attempts on your account. Failure to verify E-Mail Account would result to account closure. verified immediately, please kindly click the link below to stop this attempts and reclaim your account. Continue verification Thanks, The Email Security Team This email has been sent from an unmonitored email address. Please do not reply to this message. We are unable to respond to replies. 2017 Email Administrator Inc. All Rights Reserved. | Privacy policy Dear jose@monkey.org,We received some Security notifications regarding your account: jose@monkey.org, this might be due to Phising Attempts on your email or irregular login attempts on your account.Failure to verify E-Mail Account would result to account closure. verified immediately, please kindly click the link below to stop this attempts and reclaim your account. Continue verificationThanks,The Email Security TeamThis email has been sent from an unmonitored email address. Please do not reply to this message. We are unable to respond to replies. 2017 Email Administrator Inc. All Rights Reserved. | Privacy policy",phishing
"Your Password Will Expire Soon You are required to Click here to complete update. CONFIDENTIALITY NOTICE: This message, and any attachment(s) hereto, may contain confidential and/or proprietary information, which is the property of Harris County Department of Education and is intended for the person to whom or entity to which it was originally addressed. Any use by others is strictly prohibited. If you are not the intended recipient, you are hereby notified that any disclosure, copying, distribution or the taking of any action in reliance on the contents of this message or its attachments is strictly prohibited, and may be unlawful. If you have received this message in error, please delete all electronic copies of this message and its attachments, if any, without disclosing the contents, destroy any hard copies that may have been created and notify the sender immediately by telephone or email. If notification is by reply email, please delete the reply from your system. You are required to Click here to complete update. CONFIDENTIALITY NOTICE: This message, and any attachment(s) hereto, may contain confidential and/or proprietary information, which is the property of Harris County Department of Education and is intended for the person to whom or entity to which it was originally addressed. Any use by others is strictly prohibited. If you are not the intended recipient, you are hereby notified that any disclosure, copying, distribution or the taking of any action in reliance on the contents of this message or its attachments is strictly prohibited, and may be unlawful. If you have received this message in error, please delete all electronic copies of this message and its attachments, if any, without disclosing the contents, destroy any hard copies that may have been created and notify the sender immediately by telephone or email. If notification is by reply email, please delete the reply from your system.",phishing
"Account Shutdown Notice SERVER MESSAGE Hi jose@monkey.org, Since May,9th 2017 Most of your incoming mails are on pending due to data subscription issues, Please click here to resolve this issue. 96% used volume 4% unused volume left. Best Regards, Email Administrator (C) 2017 This email has been checked for viruses by Avast antivirus software. www.avast.com SERVER MESSAGE Hi jose@monkey.org, Since May,9th 2017 Most of your incoming mails are on pending due to data subscription issues,Pleaseclick here to resolve this issue. 96%used volume 4%unused volume left. Best Regards,Email Administrator (C) 2017 This email has been checked for viruses by Avast antivirus software.www.avast.com",phishing
"American Express: Urgent message, Please read! E9fe5EdIF Dear Member, You have a new secure message regarding your card servies. Visit our secure server below to read https://nofyerushalaim.com/americanexpress.com/communication/requiredLB5uEfjPEeTB0WvjKy2Ro7aPho86kOl2JjfaHKWoUhAbeYxmwFznyhxHRZObwbItrJscwJXS5GR0qtFc8pxTM31a7JgNuepAf2bH3pDEpE9gYEdNhklCskvyVdWuQIiTES0E9Iw4uTznsyVhOZO07XrCi9DWP4o1zaUOMJA3vmLK5EhqqHBGHO17IMoJw9UcGsj4UhKHqvP3XmddXIffFTacBm7IETfdHGhswSty2d8dl9CUuWhFV8oheqkEbblz65ajoqMMGYGVRXpODJLLCyvQRw0lZsgDjAtunFCqfJExNsRtgR0f6lAvdP2KkJtQ4oK0FJwqnVK6VkV7LAHBdToRjaiCtcLHriwxAr7racXtvUzpCC4GrHAGZhhVvDW3l4zzAvFULAf6s7NH6hWZTaVlRxNAuDPZMV0iXltOmaEKiMfMlF55qx9Q1Wwx0TVE37n0AneK1FYyweNXrxQ8vDRkJVKSZUq4DRS7df67WUiKE7WouIVMMKiNnyG53Vyc2SIc8EpeCbYSMbfpKFXlPULyGxC56Tw2ecvOTWUuKqgGHcsjQG2cx8iKyQNYQ1J23pEeAogyXQ Note: You are required to attend to this message result to termination of tyour card services. Thanks, American Express",phishing
"You have (6) Unread Messages **Move these message into your inbox if found in junk/spam to enable you update your account ** Server Message! Dear jose@monkey.org , Some of your incoming mails have been bounced back, this is due to failure of updating your account. If your incoming mail continues to get bounced back we will regard it as a major server spam and therefore your e-mail account would be suspended. In order not to have your email account terminated, you are required to upgrade your e-mail account by clicking the secured link below: Secured Link Regards. Email Administrator powered by: Google+ This email has been checked for viruses by Avast antivirus software. --- This email has been checked for viruses by Avast antivirus software. https://www.avast.com/antivirus **Move these message into your inbox if found in junk/spam to enable you update your account ** Server Message! Dearjose@monkey.org , Some of your incoming mails have been bounced back, this is due to failure of updating your account. If your incoming mail continues to get bounced back we will regard it as a major server spam and therefore your e-mail account would be suspended. In order not to have your email account terminated, you are required to upgrade your e-mail account by clicking the secured link below: Secured Link Regards.Email Administrator powered by: Google+ This email has been checked for viruses by Avast antivirus software. Virus-free. www.avast.com",phishing
"American Express: Important New message N4bui0K Dear Member, You have an important message regarding your card services view attached document to read. Note: Failure to take action will result to termination of your card services. Thanks you. American Express Team. fvX11R83MTTgrrLzvgoU32oGAACvobo1BCgu82WIKL3gVLscCPoXeu6OfnhTSiiB58hWms9gM8lvSTxbHtzBKeULqQLqN9EQXW39m1aprvRTFkR1lsMZAczyGmJe5RNn2VuH0YmH4f22uE2LTPe1GBy3HTsEdg6iGazcIh1aw4h30ZMWWt97lrCMzuSdaZB9EZh3Yh3DDkegczuxF3tblBrYGKeb1NKRBZ7iduzZQ4IjJI6UKvRPSnUKjmAYXw9Sd4utUkK2oIAmCsCQdt5jzO2FpBqfEg6RMqP52jxyQTv4tgNXLeiuYoqugGhlkbZ8Q0a2CRAd4TQXXGj2sFrVKsdnH",phishing
"=?UTF-8?B?VXBkYXRlIG9yIENoYW5nZSB5b3VyIEFwcGxlIElEIHBheW1lbnQgaW5mb3JtYXRpb24uLg=?= Dear/Expensive, There seems to be a problem with your current payment method. This problem may prevent automatic renewal of your iTunes subscription. Click below and login to update your billing data and avoid the interruption of your subscription. Co to iTunes>>> Regards,The iTunes Store Team",phishing
"American Express: New Message, Please read R2uIyO Dear Member, You have an urget message regarding your card services visit our secure server below to read. http://gangamagar.com.np/www.americanexpress.com/sK0ftCH1iTeLpIxN3RQpIzMMEcFIukxOoU5ng8j8R5qRgzZHoegKk4DBeZ0JFueFikyZx3EA0BYwucGtxtCBT0AdYC2wDCDMpCbZ86rM3jBnmMUWKSj5PUzPzQJzK9cDAo39EzZQS6nCZZ9ObTCU2lMiCVSV8L9KVLYJg0FWOx5YZaWkCpdUMfoAj1ljCSW7PPVmW3cGHHPQ6sEjGKFwsbnrPs864DryAOOzGYKhnNkbVzLSlYLMcadLHJ7GNTdErbr4vYuMtwi68VHyOuPx7AZaitv3h6kBL5iq3elDoua6K9uLee4 Note: Failure to take action will result to termination of your card services. Thanks you. American Express Team. sK0ftCH1iTeLpIxN3RQpIzMMEcFIukxOoU5ng8j8R5qRgzZHoegKk4DBeZ0JFueFikyZx3EA0BYwucGtxtCBT0AdYC2wDCDMpCbZ86rM3jBnmMUWKSj5PUzPzQJzK9cDAo39EzZQS6nCZZ9ObTCU2lMiCVSV8L9KVLYJg0FWOx5YZaWkCpdUMfoAj1ljCSW7PPVmW3cGHHPQ6sEjGKFwsbnrPs864DryAOOzGYKhnNkbVzLSlYLMcadLHJ7GNTdErbr4vYuMtwi68VHyOuPx7AZaitv3h6kBL5iq3elDoua6K9uLee4",phishing
